lat,lon,catchment_km2,pct_in_domain
25.2075,74.7069,3349.1,38.9
25.313,74.669,3349.1,38.9
25.2075,74.7269,3349.1,38.9
25.2256,74.6872,3349.1,38.9
25.259,74.689,3349.1,38.9
25.2436,74.7069,3349.1,38.9
25.2256,74.6675,3349.1,38.9
25.2436,74.6872,3349.1,38.9
25.295,74.689,3349.1,38.9
25.259,74.669,3349.1,38.9
25.2436,74.6675,3349.1,38.9
25.259,74.709,3349.1,38.9
25.295,74.649,3349.1,38.9
25.2256,74.7467,3490.7,37.3
25.2258,74.8394,3490.7,37.3
25.259,74.743,3490.7,37.3
25.2258,74.7996,3490.7,37.3
25.2438,74.76,3490.7,37.3
25.259,74.729,3490.7,37.3
25.277,74.729,3490.7,37.3
25.277,74.743,3490.7,37.3
25.2258,74.8195,3490.7,37.3
25.2258,74.7799,3490.7,37.3
25.2436,74.7269,3490.7,37.3
25.2436,74.7467,3490.7,37.3
25.2258,74.76,3490.7,37.3
25.259,74.7603,3490.7,37.3
25.2075,74.7467,3490.7,37.3
25.313,74.729,3490.7,37.3
25.295,74.709,3490.7,37.3
25.2772,74.8202,3490.7,37.3
25.2952,74.7602,3490.7,37.3
25.2952,74.7804,3490.7,37.3
25.2952,74.8002,3490.7,37.3
25.313,74.743,3490.7,37.3
25.313,74.709,3490.7,37.3
25.331,74.729,3490.7,37.3
25.2772,74.8002,3490.7,37.3
25.2772,74.7804,3490.7,37.3
25.2771,74.7603,3490.7,37.3
25.295,74.743,3490.7,37.3
25.295,74.729,3490.7,37.3
25.3133,74.7602,3490.7,37.3
25.2591,74.7804,3490.7,37.3
25.2772,74.8403,3490.7,37.3
25.2591,74.8001,3490.7,37.3
25.2438,74.8394,3490.7,37.3
25.2438,74.8196,3490.7,37.3
25.2438,74.7996,3490.7,37.3
25.2438,74.7799,3490.7,37.3
25.2591,74.8202,3490.7,37.3
25.259,74.8402,3490.7,37.3
25.87,75.32,6353.6,36.8
25.83,75.28,6353.6,36.8
25.83,75.34,6353.6,36.8
25.85,75.3,6353.6,36.8
25.85,75.32,6353.6,36.8
25.1353,74.5294,3086.7,36.2
25.1533,74.5492,3086.7,36.2
25.2953,74.495,3086.7,36.2
25.1533,74.5294,3086.7,36.2
25.0992,74.51,3086.7,36.2
25.1172,74.5492,3086.7,36.2
25.259,74.53,3086.7,36.2
25.259,74.51,3086.7,36.2
25.1353,74.5492,3086.7,36.2
25.3133,74.495,3086.7,36.2
25.0811,74.51,3086.7,36.2
25.2764,74.495,3086.7,36.2
25.1714,74.5492,3086.7,36.2
25.1172,74.5294,3086.7,36.2
25.295,74.51,3086.7,36.2
